USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         109  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/4:2-events]
root         110  0.0  0.0      0     0 ?        S    00:27   0:00 [hwrng]
root         112  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-hfi-updates]
root         113  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-mld]
root         114  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/1:1H-i915_cleanup]
root         115  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-ipv6_addrconf]
root         116  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-kstrp]
root         117  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/3:1-cgroup_free]
root         120  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u35:0-hci0]
root         121  0.0  0.0      0     0 ?        D<   00:27   0:01 [kworker/u36:0+ttm]
root         122  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:0-ttm]
root         134  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-charger_manager]
root         136  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/7:1H-i915_cleanup]
root         160  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/0:1H-i915_cleanup]
root         165  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/3:1H-i915_cleanup]
root         189  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/5:1H-i915_cleanup]
root         190  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/6:1H-kblockd]
root         192  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/2:1H-i915_cleanup]
root         248  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/6:2-events]
root         261  0.3  0.0      0     0 ?        I    00:27   0:05 [kworker/7:2-events]
root         265  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-nvme-wq]
root         267  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-nvme-reset-wq]
root         268  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-nvme-delete-wq]
root         269  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-nvme-auth-wq]
root         282  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/112-ASUF1208:00]
root         285  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/5:2-mm_percpu_wq]
root         286  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-USBC000:00-con1]
root         288  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-USBC000:00-con2]
root         303  0.0  0.0      0     0 ?        I    00:27   0:01 [kworker/3:2-events]
root         334  0.0  0.0      0     0 ?        S    00:27   0:00 [jbd2/nvme0n1p6-8]
root         335  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-ext4-rsv-conversion]
root         389  0.0  0.1  99276 50668 ?        S<s  00:27   0:00 /usr/lib/systemd/systemd-journald
systemd+     422  0.0  0.0  18300  7804 ?        Ss   00:27   0:00 /usr/lib/systemd/systemd-oomd
systemd+     423  0.0  0.0 165524  8096 ?        Ssl  00:27   0:00 /usr/lib/systemd/systemd-timesyncd
root         431  0.0  0.0  39368 12848 ?        Ss   00:27   0:00 /usr/lib/systemd/systemd-udevd
systemd+     433  0.0  0.0  23544 14716 ?        Ss   00:27   0:00 /usr/lib/systemd/systemd-resolved
root         460  0.0  0.0      0     0 ?        S    00:27   0:00 [psimon]
root         537  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-cfg80211]
root         538  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/172-mei_me]
root         545  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/173-iwlwifi:default_queue]
root         546  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/174-iwlwifi:queue_1]
root         547  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/175-iwlwifi:queue_2]
root         548  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/176-iwlwifi:queue_3]
root         549  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/177-iwlwifi:queue_4]
root         550  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/178-iwlwifi:queue_5]
root         551  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/179-iwlwifi:queue_6]
root         552  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/180-iwlwifi:queue_7]
root         553  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/181-iwlwifi:queue_8]
root         554  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/182-iwlwifi:exception]
root         562  0.0  0.0      0     0 ?        S    00:27   0:00 [scsi_eh_0]
root         563  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-scsi_tmf_0]
root         586  0.0  0.0      0     0 ?        S    00:27   0:00 [usb-storage]
root         615  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u35:1-hci0]
root         622  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-led_workqueue]
root         675  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-uas]
root         728  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/183-processor_thermal_device_pci]
root         731  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/184-processor_thermal_device_pci]
root         732  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/185-processor_thermal_device_pci]
root         733  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/186-processor_thermal_device_pci]
root         767  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-ttm]
root         768  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-xe-preempt-fence-wq]
root         769  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-gt-ordered-wq]
root         770  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-gt-ordered-wq]
root         771  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-xe-g2h-wq]
root         772  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-xe-g2h-wq]
root         773  0.0  0.0      0     0 ?        S    00:27   0:00 [card0-crtc0]
root         774  0.0  0.0      0     0 ?        S    00:27   0:00 [card0-crtc1]
root         775  0.0  0.0      0     0 ?        S    00:27   0:00 [card0-crtc2]
root         784  0.0  0.0      0     0 ?        S    00:27   0:00 [jbd2/nvme0n1p9-8]
root         785  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-ext4-rsv-conversion]
root         787  0.0  0.0      0     0 ?        S    00:27   0:00 [jbd2/nvme0n1p7-8]
root         788  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-ext4-rsv-conversion]
root         802  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/u33:5-events_unbound]
root         839  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-]
root         857  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/u33:12-kvfree_rcu_reclaim]
root         859  0.0  0.0      0     0 ?        I    00:27   0:00 [kworker/u33:14-kvfree_rcu_reclaim]
root         892  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-]
root         960  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-]
root         964  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-]
root         969  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-]
root        1017  0.0  0.0      0     0 ?        S    00:27   0:00 [irq/192-AudioDSP]
root        1156  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-cs35l56-dsp]
root        1172  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:1-ttm]
root        1178  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-cs35l56-dsp]
root        1201  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-cs35l56-dsp]
root        1219  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/R-cs35l56-dsp]
root        1234  0.0  0.0      0     0 ?        S    00:27   0:00 [spi1]
root        1468  0.1  0.0      0     0 ?        I    00:27   0:01 [kworker/u32:3]
avahi       1549  0.0  0.0   6784  4380 ?        Ss   00:27   0:00 avahi-daemon: running [Asusik.local]
root        1550  0.0  0.0  13344  7332 ?        Ss   00:27   0:00 /usr/libexec/bluetooth/bluetoothd
message+    1551  0.0  0.0  12096  8640 ?        Ss   00:27   0:01 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
polkitd     1564  0.0  0.0 389128 11860 ?        Ssl  00:27   0:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root        1574  0.0  0.1 1769840 40224 ?       Ssl  00:27   0:01 /usr/lib/snapd/snapd
root        1576  0.0  0.0 312452  8268 ?        Ssl  00:27   0:00 /usr/libexec/accounts-daemon
root        1577  0.0  0.0   9864  3152 ?        Ss   00:27   0:00 /usr/sbin/cron -f -P
root        1579  0.0  0.0 310556  7160 ?        Ssl  00:27   0:00 /usr/libexec/switcheroo-control
root        1585  0.0  0.0  19008  9428 ?        Ss   00:27   0:00 /usr/lib/systemd/systemd-logind
root        1587  0.0  0.0 389348  9436 ?        Ssl  00:27   0:00 /usr/sbin/thermald --systemd --dbus-enable --adaptive
root        1588  0.0  0.0 471188 15568 ?        Ssl  00:27   0:00 /usr/libexec/udisks2/udisksd
avahi       1639  0.0  0.0   6592  1616 ?        S    00:27   0:00 avahi-daemon: chroot helper
syslog      1654  0.0  0.0 220668  5816 ?        Ssl  00:27   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1670  0.0  0.0 339300 20672 ?        Ssl  00:27   0:00 /usr/sbin/NetworkManager --no-daemon
root        1674  0.0  0.0  19136 12620 ?        Ss   00:27   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1721  0.0  0.0 391020 12764 ?        Ssl  00:27   0:00 /usr/sbin/ModemManager
root        1724  0.0  0.0 311992  7980 ?        Ssl  00:27   0:00 /usr/libexec/boltd
root        1783  0.0  0.0 322244 11764 ?        Ssl  00:27   0:00 /usr/libexec/upowerd
root        1878  0.0  0.0      0     0 ?        S<   00:27   0:00 [krfcommd]
root        1939  0.0  0.0   3040  1948 ?        Ss   00:27   0:00 /bin/sh /opt/AmneziaVPN/service/AmneziaVPN-service.sh
root        1941  0.0  0.0  31892 11700 ?        Ss   00:27   0:00 /usr/sbin/cupsd -l
root        1946  0.0  0.0 123516 29884 ?        Ssl  00:27   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1952  0.0  0.0 167044 21888 ?        Sl   00:27   0:00 /opt/AmneziaVPN/service/bin/AmneziaVPN-service
root        1962  0.0  0.0 387684 10192 ?        Ssl  00:27   0:00 /usr/sbin/gdm3
root        2027  0.0  0.0      0     0 ?        S    00:27   0:00 [psimon]
rtkit       2300  0.0  0.0  21900  3404 ?        SNsl 00:27   0:00 /usr/libexec/rtkit-daemon
colord      2680  0.0  0.0 319424 15304 ?        Ssl  00:27   0:00 /usr/libexec/colord
root        2900  0.0  0.0 175544 10400 ?        Sl   00:27   0:00 gdm-session-worker [pam/gdm-password]
root        2906  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:2-ttm]
root        2908  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:4-ttm]
root        2910  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:6-ttm]
root        2911  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:7-ttm]
root        2912  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:8-ttm]
root        2913  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:9-ttm]
root        2914  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:10-ttm]
root        2915  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:11-ttm]
root        2916  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:12-ttm]
root        2917  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:13-ttm]
root        2918  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:14-ttm]
root        2919  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:15-ttm]
root        2920  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u37:16-ttm]
root        2925  0.0  0.0      0     0 ?        I<   00:27   0:00 [kworker/u36:5-ttm]
cups-br+    2960  0.0  0.0 208148 21024 ?        Ssl  00:27   0:00 /usr/sbin/cups-browsed
root        2961  0.0  0.0 312152  8048 ?        Ssl  00:27   0:00 /usr/libexec/power-profiles-daemon
whoami      2976  0.0  0.0  23988 14592 ?        Ss   00:28   0:00 /usr/lib/systemd/systemd --user
whoami      2978  0.0  0.0  23448  3876 ?        S    00:28   0:00 (sd-pam)
whoami      2999  0.0  0.0  10344  6796 ?        Ss   00:28   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
whoami      3000  0.0  0.0 111948 13532 ?        S<sl 00:28   0:00 /usr/bin/pipewire
whoami      3001  0.0  0.0  87588  5400 ?        Ssl  00:28   0:00 /usr/bin/pipewire -c filter-chain.conf
whoami      3005  0.0  0.0 185812 10628 ?        SLsl 00:28   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
whoami      3017  0.0  0.0   7928  4072 ?        Ss   00:28   0:00 /usr/bin/mpris-proxy
whoami      3020  0.2  0.0 486072 22200 ?        S<sl 00:28   0:04 /usr/bin/wireplumber
whoami      3024  0.2  0.0 202584 22984 ?        S<sl 00:28   0:03 /usr/bin/pipewire-pulse
whoami      3050  0.0  0.0 616124  7524 ?        Ssl  00:28   0:00 /usr/libexec/xdg-document-portal
whoami      3061  0.0  0.0 310072  6416 ?        Ssl  00:28   0:00 /usr/libexec/xdg-permission-store
root        3071  0.0  0.0   2936  2188 ?        Ss   00:28   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
whoami      3106  0.0  0.0 170896  6348 tty2     Ssl+ 00:28   0:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
whoami      3119  0.0  0.0 165232  6448 tty2     Sl+  00:28   0:00 /usr/libexec/gnome-session-init-worker ubuntu
whoami      3161  0.0  0.0  97536  7332 ?        Ssl  00:28   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
whoami      3162  0.0  0.0  89948  5468 ?        Ssl  00:28   0:00 /usr/libexec/gnome-session-ctl --monitor
whoami      3164  0.0  0.0  10632  6420 ?        Ss   00:28   0:00 /usr/bin/ssh-agent -D
root        3171  0.0  0.0      0     0 ?        I    00:28   0:01 [kworker/0:4-events]
whoami      3180  0.0  0.0 315640  8368 ?        Ssl  00:28   0:00 /usr/libexec/gvfsd
whoami      3202  0.0  0.0 401132  7516 ?        Sl   00:28   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
whoami      3205  0.0  0.0 536824  9604 ?        Ssl  00:28   0:00 /usr/libexec/gnome-session-service --session=ubuntu
whoami      3230 16.2  1.2 4993604 385672 ?      Ssl  00:28   3:54 /usr/bin/gnome-shell
root        3269  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3280  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3281  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3282  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3285  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3286  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        3287  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
whoami      3301  0.0  0.0 381324  7684 ?        Ssl  00:28   0:00 /usr/libexec/at-spi-bus-launcher
whoami      3308  0.0  0.0   8820  5028 ?        S    00:28   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
whoami      3310  0.0  0.0 168860  7284 ?        Sl   00:28   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
whoami      3329  0.0  0.0 658596 18168 ?        Sl   00:28   0:00 /usr/libexec/gnome-shell-calendar-server
whoami      3337  0.0  0.1 602324 42568 ?        Ssl  00:28   0:00 /usr/libexec/evolution-source-registry
whoami      3349  0.0  0.0 2738608 31164 ?       Sl   00:28   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
whoami      3359  0.4  0.0 388412 11472 ?        Ssl  00:28   0:05 /usr/bin/ibus-daemon --panel disable
whoami      3368  0.0  0.0 251100  8616 ?        Ssl  00:28   0:00 /usr/libexec/gsd-a11y-settings
whoami      3370  0.0  0.0 248944  8376 ?        Ssl  00:28   0:00 /usr/libexec/gsd-color
whoami      3373  0.0  0.0 257532 10376 ?        Ssl  00:28   0:00 /usr/libexec/gsd-datetime
whoami      3377  0.0  0.0 387672  8996 ?        Ssl  00:28   0:00 /usr/libexec/gsd-housekeeping
whoami      3378  0.0  0.0 385840  7600 ?        Ssl  00:28   0:00 /usr/libexec/gsd-keyboard
whoami      3385  0.0  0.0 540632 12800 ?        Ssl  00:28   0:00 /usr/libexec/gsd-media-keys
whoami      3389  0.0  0.0 464492  9904 ?        Ssl  00:28   0:00 /usr/libexec/gsd-power
whoami      3391  0.0  0.0 324304 12068 ?        Ssl  00:28   0:00 /usr/libexec/gsd-print-notifications
whoami      3392  0.0  0.0 385996  7792 ?        Ssl  00:28   0:00 /usr/libexec/gsd-rfkill
whoami      3396  0.0  0.0 172576  6888 ?        Ssl  00:28   0:00 /usr/libexec/gsd-screensaver-proxy
whoami      3401  0.0  0.0 470036 12144 ?        Ssl  00:28   0:00 /usr/libexec/gsd-sharing
whoami      3403  0.0  0.0      0     0 ?        Z    00:28   0:00 [sh] <defunct>
whoami      3404  0.0  0.0 388180  9096 ?        Ssl  00:28   0:00 /usr/libexec/gsd-smartcard
whoami      3407  0.0  0.0      0     0 ?        Z    00:28   0:00 [snap] <defunct>
whoami      3410  0.0  0.0 257508  9820 ?        Ssl  00:28   0:00 /usr/libexec/gsd-sound
whoami      3412  0.0  0.0      0     0 ?        Z    00:28   0:00 [ubuntu-advantag] <defunct>
whoami      3414  0.0  0.0 569436 31724 ?        Sl   00:28   0:00 /usr/bin/update-notifier
whoami      3415  0.0  0.1 981960 63464 ?        Sl   00:28   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
whoami      3416  0.0  0.0 468808  7988 ?        Ssl  00:28   0:00 /usr/libexec/gsd-usb-protection
whoami      3417  0.0  0.0 392984  9928 ?        Ssl  00:28   0:00 /usr/libexec/gsd-wwan
whoami      3421  0.0  0.0      0     0 ?        Z    00:28   0:00 [ubuntu-report] <defunct>
whoami      3422  0.0  0.0 306284  8288 ?        Sl   00:28   0:00 /usr/libexec/gsd-disk-utility-notify
whoami      3455  0.0  0.0 541484 28988 ?        Sl   00:28   0:00 /usr/libexec/goa-daemon
whoami      3500  0.0  0.0   3948  2260 ?        S    00:28   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib64 /lib64 --symlink /usr/lib /lib --seccomp 74 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 72
